TIME,ROAD_CLASS,DISTRICT,LOCCOORD,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,INITDIR,MANOEUVER,DRIVACT,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,CYCACT,CYCCOND,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,NEIGHBOURHOOD_158
1835,Minor Arterial,Etobicoke York,Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,65 to 69,,North,Turning Right,Improper Turn,,,,,,,,,Yes,Yes,,,,,Yes,,,Willowridge-Martingrove-Richview
1110,Local,North York,Intersection,Stop Sign,Rain,"Daylight, artificial",Wet,Non-Fatal Injury,Cyclist Collisions,Driver,45 to 49,Major,East,Turning Left,Driving Properly,,,,,,,,Yes,Yes,,,,,,,,,Willowdale West
1439,Major Arterial,Etobicoke York,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,40 to 44,,West,Reversing,Other,,,,,,,Yes,,Yes,,,,,,,,,Corso Italia-Davenport
1100,Collector,North York,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,30 to 34,,South,Stopped,Other,,,,,,,,,Yes,,,,Yes,,,,,Thorncliffe Park
1502,Major Arterial,Scarborough,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Motorcycle Driver,35 to 39,Major,North,Going Ahead,Disobeyed Traffic Control,,,,,,,,,Yes,Yes,,,,,Yes,Yes,,Eglinton East
1835,Minor Arterial,Etobicoke York,Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Motorcycle Driver,25 to 29,Major,East,Going Ahead,Driving Properly,,,,,,,,,Yes,Yes,,,,,Yes,,,Willowridge-Martingrove-Richview
1829,Major Arterial,Scarborough,Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,45 to 49,,South,Turning Left,Failed to Yield Right of Way,,,,,,,Yes,,Yes,,,,,,Yes,,,Tam O'Shanter-Sullivan
1502,Major Arterial,Scarborough,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,50 to 54,,West,Turning Left,Driving Properly,,,,,,,,,Yes,Yes,,,,,Yes,Yes,,Eglinton East
1049,Major Arterial,Scarborough,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,35 to 39,Major,Unknown,,,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal,,,,Yes,,Yes,,,,Yes,,,,,Wexford/Maryvale
1439,Major Arterial,Etobicoke York,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,80 to 84,Major,Unknown,,,Vehicle is reversing and hits pedestrian,Other,Normal,,,,Yes,,Yes,,,,,,,,,Corso Italia-Davenport
1100,Collector,North York,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Passenger,55 to 59,,,,,,,,,,,,,Yes,,,,Yes,,,,,Thorncliffe Park
145,Major Arterial,Toronto and East York,Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,Motorcycle Driver,30 to 34,Major,North,Unknown,Lost control,,,,,,,,,,Yes,,,Yes,,,,,Downtown Yonge East
1829,Major Arterial,Scarborough,Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,25 to 29,Major,South,,,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,,,,Yes,,Yes,,,,,,Yes,,,Tam O'Shanter-Sullivan
1643,Major Arterial,Etobicoke York,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,35 to 39,,East,Turning Right,Failed to Yield Right of Way,,,,,,,,Yes,Yes,,,,,,Yes,,,Edenbridge-Humber Valley
1514,Major Arterial,Toronto and East York,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,50 to 54,,South,Going Ahead,Disobeyed Traffic Control,,,,,,,Yes,,Yes,,,,,,Yes,Yes,,Yonge-Bay Corridor
1049,Major Arterial,Scarborough,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,55 to 59,Major,Unknown,,,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Unknown,,,,Yes,,Yes,,,,Yes,,,,,Wexford/Maryvale
1100,Collector,North York,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Passenger,30 to 34,Major,,,,,,,,,,,,Yes,,,,Yes,,,,,Thorncliffe Park
145,Major Arterial,Toronto and East York,Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,Motorcycle Passenger,30 to 34,Major,,,,,,,,,,,,,Yes,,,Yes,,,,,Downtown Yonge East
1901,Major Arterial,North York,Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,20 to 24,,West,Turning Left,Improper Turn,,,,,,,Yes,,Yes,,,,,,,,,L'Amoreaux West
1643,Major Arterial,Etobicoke York,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,10 to 14,Major,East,Going Ahead,,,,,Motorist turning right on green or amber at signalized intersection strikes cyclist.,Driving Properly,Normal,,Yes,Yes,,,,,,Yes,,,Edenbridge-Humber Valley
1514,Major Arterial,Toronto and East York,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,25 to 29,,West,Going Ahead,Driving Properly,,,,,,,Yes,,Yes,,,,,,Yes,Yes,,Yonge-Bay Corridor
1227,Major Arterial,Etobicoke York,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,65 to 69,Minor,North,Going Ahead,Disobeyed Traffic Control,,,,,,,,,Yes,,,,,,Yes,Yes,,NSA
1049,Major Arterial,Scarborough,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,0 to 4,Major,Unknown,,,Pedestrian hit on sidewalk or shoulder,Other,Unknown,,,,Yes,,Yes,,,,Yes,,,,,Wexford/Maryvale
1901,Major Arterial,North York,Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,30 to 34,Major,East,,,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,,,,Yes,,Yes,,,,,,,,,L'Amoreaux West
2335,Local,Scarborough,Mid-Block,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Motorcycle Driver,35 to 39,Major,South,Going Ahead,Lost control,,,,,,,,,,Yes,,,,,,,,Morningside Heights
2256,Minor Arterial,North York,Intersection,No Control,Rain,Dark,Wet,Non-Fatal Injury,Rear End,Driver,35 to 39,Major,West,Going Ahead,Lost control,,,,,,,,,Yes,,,,,,,,,Newtonbrook West
1514,Major Arterial,Toronto and East York,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,25 to 29,Major,Unknown,,,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal,,,,Yes,,Yes,,,,,,Yes,Yes,,Yonge-Bay Corridor
1227,Major Arterial,Etobicoke York,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,50 to 54,Major,West,Going Ahead,Driving Properly,,,,,,,,,Yes,,,,,,Yes,Yes,,NSA
1049,Major Arterial,Scarborough,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Passenger,40 to 44,,,,,,,,,,,Yes,,Yes,,,,Yes,,,,,Wexford/Maryvale
1235,Collector,North York,Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,10 to 14,Major,East,Going Ahead,,,,,"Cyclist without ROW rides into path of motorist at inter, lnwy, dwy-Cyclist not turn.",Disobeyed Traffic Control,Inattentive,,Yes,Yes,,,,,,,,,Newtonbrook West
2256,Minor Arterial,North York,Intersection,No Control,Rain,Dark,Wet,Non-Fatal Injury,Rear End,Driver,35 to 39,,West,Stopped,Driving Properly,,,,,,,,,Yes,,,,,,,,,Newtonbrook West
1747,Major Arterial,Etobicoke York,Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Driver,45 to 49,Major,West,Going Ahead,Disobeyed Traffic Control,,,,,,,,,Yes,,,Yes,,Yes,Yes,Yes,,West Humber-Clairville
1829,Major Arterial,Toronto and East York,Intersection,No Control,Clear,Daylight,Dry,Fatal,Cyclist Collisions,Cyclist,20 to 24,Fatal,South,Going Ahead,,,,,Cyclist and Driver travelling in same direction. One vehicle sideswipes the other.,Driving Properly,Normal,,Yes,Yes,,,,,,Yes,,,Dufferin Grove
442,Major Arterial,North York,Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,Driver,10 to 14,,South,Going Ahead,Other,,,,,,,,,Yes,,Yes,Yes,Yes,Yes,Yes,,,Bathurst Manor
1740,Major Arterial,Etobicoke York,Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,20 to 24,,North,Turning Left,Driving Properly,,,,,,,Yes,,Yes,,,,Yes,,,,,West Humber-Clairville
1235,Collector,North York,Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,80 to 84,,South,Going Ahead,Driving Properly,,,,,,,,Yes,Yes,,,,,,,,,Newtonbrook West
1255,Minor Arterial,Scarborough,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,40 to 44,,South,Going Ahead,Disobeyed Traffic Control,,,,,,,,,Yes,,,,Yes,,Yes,Yes,,Tam O'Shanter-Sullivan
1747,Major Arterial,Etobicoke York,Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Driver,60 to 64,,South,Going Ahead,Driving Properly,,,,,,,,,Yes,,,Yes,,Yes,Yes,Yes,,West Humber-Clairville
1829,Major Arterial,Toronto and East York,Intersection,No Control,Clear,Daylight,Dry,Fatal,Cyclist Collisions,Driver,35 to 39,,South,Going Ahead,Following too Close,,,,,,,,Yes,Yes,,,,,,Yes,,,Dufferin Grove
1829,Major Arterial,Toronto and East York,Intersection,No Control,Clear,Daylight,Dry,Fatal,Cyclist Collisions,Driver,30 to 34,,North,Going Ahead,Other,,,,,,,,Yes,Yes,,,,,,Yes,,,Dufferin Grove
1716,Major Arterial,Scarborough,Mid-Block,No Control,Clear,"Dusk, artificial",Dry,Fatal,Pedestrian Collisions,Pedestrian,35 to 39,Fatal,East,,,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Inattentive,,,,Yes,,,,Yes,,,,,,,Malvern West
1716,Major Arterial,Scarborough,Mid-Block,No Control,Clear,"Dusk, artificial",Dry,Fatal,Pedestrian Collisions,Truck Driver,45 to 49,,North,Going Ahead,Driving Properly,,,,,,,Yes,,,,Yes,,,,,,,Malvern West
856,Major Arterial,Scarborough,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,50 to 54,,South,Turning Left,Failed to Yield Right of Way,,,,,,,Yes,,Yes,,,,,,Yes,,,Steeles
856,Major Arterial,Scarborough,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,55 to 59,Major,South,,,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,,,,Yes,,Yes,,,,,,Yes,,,Steeles
1803,Major Arterial,Scarborough,Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,45 to 49,,North,Going Ahead,Disobeyed Traffic Control,,,,,,,Yes,,Yes,,,,,Yes,Yes,Yes,,Bendale South
1803,Major Arterial,Scarborough,Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,30 to 34,Major,West,,,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Normal,,,,Yes,,Yes,,,,,Yes,Yes,Yes,,Bendale South
1856,Collector,Etobicoke York,Mid-Block,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Driver,unknown,,South,Going Ahead,Lost control,,,,,,,,,Yes,,,,Yes,Yes,Yes,,,Etobicoke City Centre
1856,Collector,Etobicoke York,Mid-Block,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Passenger,25 to 29,Major,,,,,,,,,,,,Yes,,,,Yes,Yes,Yes,,,Etobicoke City Centre
1843,Major Arterial,Scarborough,Mid-Block,No Control,Clear,"Dark, artificial",Wet,Non-Fatal Injury,Cyclist Collisions,Driver,35 to 39,,East,Merging,Failed to Yield Right of Way,,,,,,,,Yes,Yes,,,,,,Yes,,,Woburn North
1843,Major Arterial,Scarborough,Mid-Block,No Control,Clear,"Dark, artificial",Wet,Non-Fatal Injury,Cyclist Collisions,Cyclist,30 to 34,Major,South,Going Ahead,,,,,Insufficient information (to determine cyclist crash type).,Driving Properly,Normal,,Yes,Yes,,,,,,Yes,,,Woburn North
2344,Minor Arterial,Etobicoke York,Mid-Block,No Control,Clear,"Dark, artificial",Dry,Fatal,SMV Other,Driver,25 to 29,Fatal,North,Going Ahead,Lost control,,,,,,,,,Yes,,,,,,,,,West Humber-Clairville
325,Major Arterial,North York,Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,Driver,35 to 39,Major,South,Going Ahead,Lost control,,,,,,,,,Yes,,,,,,Yes,,,Lawrence Park South
1811,Major Arterial,Etobicoke York,Intersection,Traffic Signal,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,40 to 44,,South,Turning Left,Failed to Yield Right of Way,,,,,,,Yes,,Yes,,,,Yes,,Yes,,,Etobicoke West Mall
1811,Major Arterial,Etobicoke York,Intersection,Traffic Signal,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,65 to 69,Major,North,,,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,,,,Yes,,Yes,,,,Yes,,Yes,,,Etobicoke West Mall
1811,Major Arterial,Etobicoke York,Intersection,Traffic Signal,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Passenger,80 to 84,,,,,,,,,,,Yes,,Yes,,,,Yes,,Yes,,,Etobicoke West Mall
1811,Major Arterial,Etobicoke York,Intersection,Traffic Signal,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Passenger,70 to 74,,,,,,,,,,,Yes,,Yes,,,,Yes,,Yes,,,Etobicoke West Mall
1811,Major Arterial,Etobicoke York,Intersection,Traffic Signal,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Passenger,5 to 9,,,,,,,,,,,Yes,,Yes,,,,Yes,,Yes,,,Etobicoke West Mall
1811,Major Arterial,Etobicoke York,Intersection,Traffic Signal,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Passenger,35 to 39,,,,,,,,,,,Yes,,Yes,,,,Yes,,Yes,,,Etobicoke West Mall
2342,Major Arterial,Scarborough,Intersection,Traffic Signal,Clear,"Dark, artificial",Wet,Non-Fatal Injury,SMV Other,Driver,15 to 19,Major,West,Turning Right,Lost control,,,,,,,,,Yes,,,,Yes,,,,,Golfdale-Cedarbrae-Woburn
2342,Major Arterial,Scarborough,Intersection,Traffic Signal,Clear,"Dark, artificial",Wet,Non-Fatal Injury,SMV Other,Passenger,15 to 19,Major,,,,,,,,,,,,Yes,,,,Yes,,,,,Golfdale-Cedarbrae-Woburn
1141,Major Arterial,Scarborough,Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Truck Driver,50 to 54,,South,Turning Right,Failed to Yield Right of Way,,,,,,,Yes,,,,Yes,,,,Yes,,,Wexford/Maryvale
1141,Major Arterial,Scarborough,Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,40 to 44,Fatal,North,,,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Normal,,,,Yes,,,,Yes,,,,Yes,,,Wexford/Maryvale
1550,Minor Arterial,Scarborough,Mid-Block,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,30 to 34,Fatal,Unknown,,,Pedestrian hit at mid-block,Playing or Working on Highway,Normal,,,,Yes,,Yes,,,,,,Yes,,,Birchcliffe-Cliffside
1550,Minor Arterial,Scarborough,Mid-Block,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Driver,20 to 24,,West,Going Ahead,Failed to Yield Right of Way,,,,,,,Yes,,Yes,,,,,,Yes,,,Birchcliffe-Cliffside
2238,Major Arterial,North York,Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,Driver,45 to 49,Major,West,Turning Left,Improper Turn,,,,,,,,,Yes,,,,Yes,,Yes,,,Parkwoods-O'Connor Hills
2238,Major Arterial,North York,Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,Driver,20 to 24,,East,Going Ahead,Driving Properly,,,,,,,,,Yes,,,,Yes,,Yes,,,Parkwoods-O'Connor Hills
2238,Major Arterial,North York,Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,Passenger,20 to 24,,,,,,,,,,,,,Yes,,,,Yes,,Yes,,,Parkwoods-O'Connor Hills
305,Major Arterial,Etobicoke York,Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,SMV Other,Driver,15 to 19,Major,North,Going Ahead,Speed too Fast For Condition,,,,,,,,,Yes,,,,Yes,Yes,Yes,,Yes,Kingsway South
305,Major Arterial,Etobicoke York,Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,SMV Other,Passenger,15 to 19,Major,,,,,,,,,,,,Yes,,,,Yes,Yes,Yes,,Yes,Kingsway South
305,Major Arterial,Etobicoke York,Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,SMV Other,Passenger,15 to 19,Major,,,,,,,,,,,,Yes,,,,Yes,Yes,Yes,,Yes,Kingsway South
2035,Collector,Toronto and East York,Intersection,Stop Sign,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,unknown,,South,Turning Left,Failed to Yield Right of Way,,,,,,,Yes,,Yes,,,,,,Yes,,,North St.James Town
2035,Collector,Toronto and East York,Intersection,Stop Sign,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,unknown,Major,East,,,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,,,,Yes,,Yes,,,,,,Yes,,,North St.James Town
318,Major Arterial,Etobicoke York,Mid-Block,No Control,Snow,"Dark, artificial",Loose Snow,Non-Fatal Injury,SMV Other,Driver,50 to 54,Major,East,Going Ahead,Lost control,,,,,,,,,Yes,,,,Yes,,Yes,,,Markland Wood
318,Major Arterial,Etobicoke York,Mid-Block,No Control,Snow,"Dark, artificial",Loose Snow,Non-Fatal Injury,SMV Other,Passenger,65 to 69,Minor,,,,,,,,,,,,Yes,,,,Yes,,Yes,,,Markland Wood
1520,Major Arterial,Scarborough,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,55 to 59,Minor,East,Going Ahead,Speed too Fast For Condition,,,,,,,,,Yes,,,,Yes,Yes,Yes,,,Dorset Park
1520,Major Arterial,Scarborough,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,35 to 39,,East,Slowing or Stopping,Driving Properly,,,,,,,,,Yes,,,,Yes,Yes,Yes,,,Dorset Park
1520,Major Arterial,Scarborough,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Passenger,35 to 39,Major,,,,,,,,,,,,Yes,,,,Yes,Yes,Yes,,,Dorset Park
1520,Major Arterial,Scarborough,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Passenger,unknown,Minimal,,,,,,,,,,,,Yes,,,,Yes,Yes,Yes,,,Dorset Park
1700,Major Arterial,Toronto and East York,Mid-Block,No Control,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,40 to 44,,East,Going Ahead,Driving Properly,,,,,,,Yes,,Yes,,,,,,,,,Moss Park
1700,Major Arterial,Toronto and East York,Mid-Block,No Control,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,70 to 74,Major,South,,,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Inattentive,,,,Yes,,Yes,,,,,,,,,Moss Park
1721,Major Arterial,Scarborough,Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Fatal,Pedestrian Collisions,Driver,35 to 39,,North,Going Ahead,Other,,,,,,,Yes,,Yes,,,,,,,,,Agincourt South-Malvern West
1721,Major Arterial,Scarborough,Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Fatal,Pedestrian Collisions,Pedestrian,55 to 59,Fatal,Unknown,,,Vehicle is going straight thru inter.while ped cross without ROW,Crossing marked crosswalk without ROW,Unknown,,,,Yes,,Yes,,,,,,,,,Agincourt South-Malvern West
1129,Major Arterial,North York,Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Angle,Driver,20 to 24,Major,North,Going Ahead,Exceeding Speed Limit,,,,,,,,,Yes,,,,Yes,Yes,Yes,,,Downsview
1129,Major Arterial,North York,Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Angle,Driver,40 to 44,Minimal,South,Stopped,Driving Properly,,,,,,,,,Yes,,,,Yes,Yes,Yes,,,Downsview
1129,Major Arterial,North York,Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Angle,Passenger,35 to 39,Minor,,,,,,,,,,,,Yes,,,,Yes,Yes,Yes,,,Downsview
1129,Major Arterial,North York,Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Angle,Passenger,10 to 14,Minor,,,,,,,,,,,,Yes,,,,Yes,Yes,Yes,,,Downsview
1129,Major Arterial,North York,Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Angle,Passenger,5 to 9,Minor,,,,,,,,,,,,Yes,,,,Yes,Yes,Yes,,,Downsview
1129,Major Arterial,North York,Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Angle,Driver,65 to 69,Fatal,West,Going Ahead,Driving Properly,,,,,,,,,Yes,,,,Yes,Yes,Yes,,,Downsview
1610,Major Arterial,Toronto and East York,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,50 to 54,,West,Going Ahead,Driving Properly,,,,,,,Yes,,,,,Yes,,,,,,South Parkdale
1610,Major Arterial,Toronto and East York,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,30 to 34,Major,South,,,Pedestrian hit at mid-block,Running onto Roadway,"Ability Impaired, Drugs",,,,Yes,,,,,Yes,,,,,,South Parkdale
1915,Major Arterial,Scarborough,Mid-Block,No Control,Clear,Dark,Dry,Non-Fatal Injury,Rear End,Driver,35 to 39,Major,East,Stopped,Speed too Fast For Condition,,,,,,,,,Yes,,,Yes,Yes,Yes,Yes,,Yes,Scarborough Village
1915,Major Arterial,Scarborough,Mid-Block,No Control,Clear,Dark,Dry,Non-Fatal Injury,Rear End,Driver,55 to 59,Minor,East,Going Ahead,Driving Properly,,,,,,,,,Yes,,,Yes,Yes,Yes,Yes,,Yes,Scarborough Village
1915,Major Arterial,Scarborough,Mid-Block,No Control,Clear,Dark,Dry,Non-Fatal Injury,Rear End,Passenger,20 to 24,Minor,,,,,,,,,,,,Yes,,,Yes,Yes,Yes,Yes,,Yes,Scarborough Village
1915,Major Arterial,Scarborough,Mid-Block,No Control,Clear,Dark,Dry,Non-Fatal Injury,Rear End,Passenger,35 to 39,Minor,,,,,,,,,,,,Yes,,,Yes,Yes,Yes,Yes,,Yes,Scarborough Village
1915,Major Arterial,Scarborough,Mid-Block,No Control,Clear,Dark,Dry,Non-Fatal Injury,Rear End,Passenger,15 to 19,Minor,,,,,,,,,,,,Yes,,,Yes,Yes,Yes,Yes,,Yes,Scarborough Village
1903,Major Arterial,Etobicoke York,Mid-Block,No Control,Clear,"Dark, artificial",Wet,Fatal,Pedestrian Collisions,Pedestrian,40 to 44,Fatal,North,,,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Unknown,,,,Yes,,Yes,,,,,,,,,Thistletown-Beaumond Heights
1903,Major Arterial,Etobicoke York,Mid-Block,No Control,Clear,"Dark, artificial",Wet,Fatal,Pedestrian Collisions,Driver,60 to 64,,East,Going Ahead,Driving Properly,,,,,,,Yes,,Yes,,,,,,,,,Thistletown-Beaumond Heights
1258,Minor Arterial,Scarborough,Mid-Block,No Control,Clear,Daylight,Wet,Non-Fatal Injury,SMV Other,Driver,20 to 24,Major,West,Going Ahead,Speed too Fast For Condition,,,,,,,,,Yes,,,,,Yes,Yes,,,Malvern West
1150,Minor Arterial,Toronto and East York,Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,Truck Driver,60 to 64,Major,East,Pulling Onto Shoulder or towardCurb,Lost control,,,,,,,,,Yes,,,,,,,,,South Riverdale
1805,Local,Etobicoke York,Intersection,No Control,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,55 to 59,,South,Going Ahead,Driving Properly,,,,,,,Yes,,Yes,,,,,,,,,Keelesdale-Eglinton West
1805,Local,Etobicoke York,Intersection,No Control,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,60 to 64,Major,East,,,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Inattentive,,,,Yes,,Yes,,,,,,,,,Keelesdale-Eglinton West
2120,Major Arterial,North York,Mid-Block,No Control,Snow,Dark,Wet,Non-Fatal Injury,SMV Other,Driver,65 to 69,Major,South,Going Ahead,Lost control,,,,,,,,,Yes,,,,,,,,,St.Andrew-Windfields
2120,Major Arterial,North York,Mid-Block,No Control,Snow,Dark,Wet,Non-Fatal Injury,SMV Other,Other,unknown,,Unknown,Parked,,,,,,,,,,Yes,,,,,,,,,St.Andrew-Windfields
1145,Major Arterial,North York,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,25 to 29,,North,Going Ahead,Driving Properly,,,,,,,Yes,,Yes,,,,,,,,,Don Valley Village
1145,Major Arterial,North York,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,85 to 89,Major,West,,,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Inattentive,,,,Yes,,Yes,,,,,,,,,Don Valley Village
1157,Major Arterial,Toronto and East York,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,35 to 39,,North,Turning Right,Failed to Yield Right of Way,,,,,,,,Yes,Yes,,,,,,Yes,,,Woodbine-Lumsden
